valor,codigo
UNIDADE MISTA NOSSA SENHORA DAS DORES,2715376
UNIDADE MISTA RAIMUNDA DE SA BARRETO CABRAL,2715384
UNIDADE MISTA SIMEAO RIBEIRO DE LEMOS,2715392
ASILO SAO VICENTE DE PAULA,2715678
HNSG MATERNIDADE MATER DEI,2715864
UMS SALGADO FILHO,2715899
UNIDADE HOSPITALAR DE PRAIA GRANDE,2716097
CS DE GUARANI DOESTE,2716178
CS DE MIRASSOLANDIA,2716186
HOSP E MAT MAE DIV AMOR PROV DEUS MIRASSOL,2716275
HOSP MUN JOAO VELOSO DE OUROESTE,2716291
HOSPITAL DE MISERICORDIA ALTINOPOLIS,2716593
UBS GUATAPARA DR ORESTES DE MOURA PINTO,2716690
CASA DE SAUDE DR DOMINGOS ANASTACIO,2716771
HOSPITAL SAO FRANCISCO MARILIA,2716852
UNIDADE MISTA DE ANORI,2717379
UNIDADE HOSPITALAR DE IAUARETE,2717387
UNIDADE MISTA DE URUCARA,2717395
HOSP MATERN MOEMA DAMASCENO,2717727
HOSPITAL BOM CLIMA GUARULHOS,2718324
SEISA SERVICOS INTEGRADOS DE SAUDE GUARULHOS,2718707
UBS JARDIM CAIUBY,2718766
HOSPITAL MUNICIPAL DR JOSE VANIO DE BARROS MORAIS,2719010
PSF 006,2719061
PSF 008,2719096
UNIDADE MISTA DR DJALMA GONCALVES DOS ANJOS,2719290
CASA DE PARTO NORMAL NOSSA SENHORA DA PENHA,2719339
CASA MATERNAL DE FEIRA GRANDE,2719347
CASA MATERNAL LEONOR PAES FERRO,2719355
CASA MATERNAL MAE LUIZA,2719363
CASA MATERNAL MARIA CARVALHO BRANDAO,2719371
CASA MATERNAL SANTA LUZIA,2719398
CENTRO DE SAUDE DPEDRO I,2719444
CENTRO DE SAUDE DE COQUEIRO SECO,2719479
CENTRO DE SAUDE LAGOA DA CANOA,2719703
CENTRO DE SAUDE OLHO DAGUA DO CASADO,2719797
CENTRO DE SAUDE PREFEITO ANTONIO FIGUEIREDO,2719835
CENTRO DE SAUDE DE PROF ZERBINICACIMBINHAS,2719851
CENTRO DE SAUDE TRAIPU,2719894
CENTRO DESAUDE JOSEFA BARBOSA CESAR,2719916
HOSPITAL DR JOSE VANDERLEY NETO,2720027
HOSPITAL ESCOLA DR HELVIO AUTO,2720035
HOSPITAL GERAL PROF IB GATTO FALCAO,2720043
USF SINHA CAVALCANTE I,2721600
UN MISTA SEN ARNON A F DE MELO,2721643
UNIDADE DE SAUDE OLINDINA CLAUDINO DA SILVA,2722143
UNIDADE ADELIA ABREU VILAR,2722313
UNIDADE HOSPITALAR DE QUEBRANGULO,2722321
UNIDADE MISTA DR ARTHUR CAMELO VERAS,2722356
UNIDADE DR QUITERIA BEZERRA DE MELO,2722364
UNIDADE MISTA ENIO RICARDO GOMES,2722372
UNIDADE MISTA MARIA VICENCIA LIMA DE LIRA,2722380
UNIDADE MISTA NOSSA SENHORA DAS GRACAS,2722399
UNIDADE MISTA NOSSA SENHORA DE FATIMA,2722402
UNIDADE MISTA SENADOR ARNON DE MELO,2722410
HOSPITAL MUNICIPAL TEOFILO PEREIRA,2722429
UNIDADE SAUDE DA FAMILIA DR JOAO ROCHA FILHO,2722526
HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO,2722844
SEMEGE SAO CRISTOVAO,2722852
HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA,2723212
ICC INSTITUTO DO CANCER DO CEARA,2723220
INECE INSTITUTO DE NEFROLOGIA DO CEARA,2723239
HOSPITAL MUNICIPAL SAO SEBASTIAO,2723255
POSTO DE SAUDE DE CAPITAO MOR,2723263
UBSF SEDE,2723794
HOSP E MATERN ESTER CAVALC ASSUNCAO,2724308
HOSP MUNIC SANTO ANTONIO,2724359
IOC - INST DE OFTALMOLOGIA DE CAUCAIA,2724367
POSTO DE SAUDE DE APARECIDA,2724626
UNIDADE MISTA DE IBICUITINGA,2726351
PMC HOSPITAL MUNICIPAL,2726599
HOSPITAL MUNICIPAL MARIA ALVES FEITOSA,2726610
HOSPITAL MUNICIPAL SAO JOSE,2726637
HOSPITAL REGIONAL DR CARLOS MACIEIRA,2726645
HOSPITAL UNIVERSITARIO HUUFMA,2726653
UNIDADE MISTA DE SAUDE DE BEQUIMAO,2726688
HOSPITAL REGIONAL ANTONIO DIAS,2726726
HOSPITAL VERA CRUZ,2726734
PSF URUAS,2726912
HOSPITAL GETULIO VARGAS,2726971
HOSPITAL SAO MARCOS,2726998
HOSPITAL SAO PAULO,2727005
SAMIU,2727021
UNIDADE INTEGRADA DE SAUDE PARQUE PIAUI,2727056
UNIDADE MISTA DE SAUDE PROFESSOR WALL FERRAZ CIAMC,A2727064
AMBULATORIO MUN DR EDGAR BEZERRA VALENTE,2727099
CASA DE SAUDEROLANDIA,2727250
HOSPITAL CRISTO REI,2729385
HOSPITAL MUNICIPAL EMILIO ALVES,2729393
HOSPITAL MUNICIPAL DE JAGUAPITA,2729407
HOSPITAL MUNICIPAL DE LUPIONOPOLIS,2729415
HOSPITAL MUNICIPAL DE PORECATU,2729423
HOSPITAL MUNICIPAL DE PRIMEIRO DE MAIO,2729431
PRONTO ATENDIMENTO MUNICIPAL DE RIO BOM,2729458
HOSPITAL MUNICIPAL DR LAURO MACEDO SOBRINHO,2729466
HOSPITAL MUNICIPAL JOAO JULIANE MIRASELVA,2729474
HOSPITAL MUNICIPAL JOAO DE CAIRES,2729482
HOSPITAL MUNICIPAL SANTA BRANCA,2729490
HOSPITAL SANTA TEREZINHA,2729504
HOSPITAL SAO CAMILO LTDA,2729512
HOSPITAL SAO FRANCISCO DE TAMARANA,2729520
HOSPITAL SAO FRANCISCO,2729539
APAE UNIDADE HOSPITALAR SAO JORGE,2729547
HOSPITAL SAO LUCAS DE SERTANOPOLIS,2729563
SANTA CASA DE CAMBE,2730650
UNIDADE DE SAUDE MARIA ANIDEJE,2730790
CASA DE SAUDE ARARUNA,2731444
CASA DE SAUDE E MAT Q DO SOL,2731452
CENTRO DE SAUDE DE BARBOSA FERRAZ,2731517
CENTRO DE SAUDE DE CAMPINA DA LAGOA,2731525
CENTRO DE SAUDE DE MAMBORE,2731673
CENTRO DE SAUDE DE MOREIRA SALES,2731681
CENTRO DE SAUDE DE QUARTO CENTENARIO,2731711
CENTRO DE SAUDE NIS II PARANACITY,2731797
CENTRO MUNICIPAL DE SAUDE NIS III SARANDI,2731894
CENTRO SOCIAL URBANO DE PEABIRU,2731924
FUNDACAO MEDICA ASSISTENCIAL DE INDIANOPOLIS,2733145
FUNDACAO MEDICA DE FENIX,2733153
HOSPITAL MUNICIPAL DE GAUCHA,2733188
HOSPITAL MUNICIPAL SANTA MARIA FLORESTA,2733196
HOSPITAL DE SANTO INACIO,2733226
HOSPITAL E MAT SANTA MARCELINA LTDA,2733242
HOSPITAL E MATERNIDADE BOA ESPERANCA,2733250
HOSPITAL E MATERNIDADE IRMAOS VIDA,2733269
HOSPITAL E MATERNIDADE IVATUBA,2733277
HOSPITAL E MATERNIDADE N SENHORA DAS GRACAS,2733285
HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,2733293
HOSPITAL E MATERNIDADE SANTA CLARA,2733307
HOSPITAL E MATERNIDADE SANTA MONICA,2733315
HOSPITAL E MATERNIDADE SANTO ANTONIO,2733323
HOSPITAL E MATERNIDADE STO ANTONIO,2733331
HOSPITAL MUNICIPAL ALVADI MONTICELLI,2733358
HOSPITAL E MATERNIDADE TAPEJARA,2733366
HOSPITAL GERAL,2733382
HOSPITAL MATERNIDADE SAO LOURENCO SC LTDA,2733390
HOSPITAL MENINO JESUS,2733404
HOSPITAL MUNICIPAL BENEFICENTE DE JANIOPOLIS,2733420
HOSPITAL MUNICIPAL DE ATALAIA,2733439
HOSPITAL MUNICIPAL DE DOUTOR CAMARGO,2733447
HOSPITAL MUNICIPAL DE ITAMBE,2733455
HOSPITAL MUNICIPAL DE JUSSARA,2733463
HOSPITAL MUNICIPAL DE NOSSA SENHORA DAS GRACAS,2733471
HOSPITAL MUNICIPAL DR SAGRADO SANTIAGO BEGGA,2733498
HOSPITAL MUNICIPAL NOSSA SENHORA MAE DE DEUS,2733501
HOSPITAL MUNICIPAL SAO LUIZ DE ALTAMIRA DO PARANA,2733528
SANTA CASA DE MISERICORDIA N S DAS GRACAS NOVA ESP,E2733536
HOSPITAL OSVALDO CRUZ LTDA,2733552
HOSPITAL PUBLICO MUNICIPAL SANTA ROSA DE LIMA,2733560
HOSPITAL REGIONAL CRISTO REI,2733579
HOSPITAL RURAL JOAO XXIII,2733595
HOSPITAL SANTA MARIA DE GOIOERE,2733609
HOSPITAL SANTA TEREZINHA,2733617
HOSPITAL SAO JOSE,2733625
SISU,2733633
HOSPITAL SAO JUDAS TADEU,2733641
HOSPITAL SAO LUCAS DE GOIOERE,2733668
HOSPITAL SAO PAULO,2733676
HOSPITAL SAO PEDRO,2733684
NIS I POSTO DE SAUDE,2734672
NIS SANTA ALICE,2734680
POLICLINICA SAO CARLOS,2734885
POSTO DE PRONTO ATENDIMENTO DE GOIOERE,2734893
POSTO DE SAUDE BELA VISTA,2735512
UNIDADE DE SAUDE DA FAMILIA DE STO INACIO,2735784
PRONTO ATENDIMENTO,2735849
SANTA CASA DE ENGENHEIRO BELTRAO,2735962
SANTA CASA DE MISERICORDIA DE GOIOERE,2735970
SANTA CASA INTERMUNICIPAL DE SAUDE,2735989
C S DE DIAMANTE DO SUL,2736764
CENTRO DE SAUDE DE PALMAS,2737167
CENTRO DE SAUDE DE CAFEZAL DO SUL,2737191
CENTRO DE SAUDE DE CRUZEIRO DO OESTE,2737205
CENTRO DE SAUDE DE ICARAIMA,2737248
CENTRO DE SAUDE DE MARIA HELENA,2737272
CENTRO DE SAUDE DE TAPIRA,2737310
CENTRO SAUDE XAMBRE,2737426
CEONC,2737434
CISOP,2737469
CLINICA NOSSA SRA DE FATIMA,2737531
HOSPITAL E MATERNIDADE SAO SEBASTIAO,2738120
HOSPITAL MARIOPOLIS LTDA,2738147
HOSPITAL MUNICIPAL CRISTO REI,2738163
HOSPITAL E MATERNIDADE MUNICIPAL CYRO SILVEIRA,2738171
HOSPITAL MUNICIPAL DE PEROLA,2738198
HOSPITAL MUNICIPAL TRES BARRAS,2738201
HOSPITAL NOVA OLIMPIA,2738228
HOSPITAL REGIONAL DE DOURADINA,2738236
PRONTO ATENDIMENTO DE MARIA HELENA,2738244
HOSPITAL SALETE,2738252
HOSPITAL SANTA CATARINA,2738260
HOSPITAL SANTA SIMONE,2738279
HOSPITAL SAO JOSE,2738287
HOSPITAL E MATERNIDADE SAO JUDAS TADEU,2738295
HOSPITAL SAO LUCAS,2738309
HOSPITAL SAO LUIZ,2738317
HOSPITAL SAO PAULO,2738333
HOSPITAL UNIVERSITARIO DO OESTE DO PARANA,2738368
PAC I POSTO DE ATENDIMENTO CONTINUADO I,2738864
POLICLINICA CASCAVEL,2738899
POLICLINICA SANTO ANTONIO  7 RS,2738902
POSTO DE SAUDE DO LAGOAO,2739380
SERVICO HOSPITALAR DE SAUDE,2740176
HOSPITAL DO CANCER UOPECCAN,2740338
HOSPITAL DR FEITOSA,2740435
CENTRO DE SAUDE DE ORTIGUEIRA,2740451
CENTRO DE SAUDE DE RESERVA,2740478
CENTRO DE SAUDE DE VENTANIA,2740494
CLIFFIM,2740524
CLINICA SAO FRANCISCO DE ASSIS,2740540
HOSPITAL LUIZA BORBA CARNEIRO,2740567
HOSPITAL MENINO JESUS,2740575
HOSPITAL SAO FRANCISCO,2740583
SECRETARIA MUNICIPAL DE SAUDE,2741229
CENTRO DE SAUDEUNIDADE BASICASEDE VOLANTE,2741520
CENTRO SAUDE CAMPINA DE SIMAOUNIDADE BASICA DE SAU,D2741547
INSTITUTO SAO JOSE,2741873
HOSPITAL BOM PASTOR,2741962
HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,2741989
HOSPITAL DE MATERNIDADE MAE DE DEUS,2741997
HOSPITAL SAGRADO CORACAO DE JESUS,2742012
HOSPITAL SANTA CLARA,2742020
HOSPITAL SANTA CRUZ,2742039
HOSPITAL SANTA TEREZA,2742047
HOSPITAL SANTO ANTONIO DE CANTAGALO,2742055
HOSPITAL SAO LUCAS,2742071
HOSPITAL SAO VICENTE DE PAULO,2742098
POSTO DE SAUDE CANDOI,2742438
POSTO DE SAUDE DE LARANJAL,2742659
PSF LIGACAO,2742837
URGENCIA MUNICIPAL DE GUARAPUAVA,2742853
POSTO DE SAUDE RIO BONITO,2742977
POSTO DE SAUDE RIO DAS COBRAS,2742993
CENTRO MUNICIPAL DE SAUDE SEDE,2743108
POSTO MUNICIPAL DE SAUDE DE FOZ JORDAO,2743205
POSTO DE SAUDE MUNICIPAL DE PITANGA,2743213
HOSPITAL IRMANDADE DA SANTA CASA,2743388
HOSPITAL E MATERNIDADE SANTA RITA,2743469
HOSPITAL MUNICIPAL DE MARINGA THELMA VILANOVA KRAS,P2743477
UNIDADE MISTA DE SAUDE DE SAO FELIPE,2743582
CENTRO MATERNO INFANTIL REGINA PACIS PORTO VELHO,2743590
HOSPITAL DE GUARNICAO DE PORTO VELHO,2743604
HOSPITAL MUNICIPAL DE URUPA URUPA,2743612
PS LINHA 612 KM 37 VALE DO PARAISO,2743981
UNIDADE MISTA SAO FRANCISCO DO GUAPORE,2744384
UNIDADE MISTA SERINGUEIRAS,2744392
UNIDADE MISTA TEIXEIROPOLIS,2744406
CENTRO DE SAUDE VALE DO ANARI,2744414
UNIDADE MISTA VALE DO PARAISO,2744422
ASILO DOM BOSCO,2744864
HOSPITAL UNIVERSITARIO PEQUENO ANJO,2744937
HOSPITAL DE CARMOPOLIS,2745240
HOSPITAL SAO PEDRO DE ALCANTARA,2745259
SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA,2745402
SANTA CASA DE GUARANTA,2745410
CS DE RIFAINA,2745631
HOSPITAL BENEFICENTE SANTO ANTONIO ORLANDIA,2745798
HOSPITAL SAO MARCOS DA SAMAMORRO AGUDO,2745801
UNIDADE MISTA DE SAO JOSE DA BELA VISTA,2746212
COMPLEXO HOSPITALAR JUQUERY,2746220
SANTA CASA DE SANTA ROSA DE VITERBO,2746298
UNIDADE MISTA LEONCIO DO NASCIMENTO DE SERRA AZUL,2746336
HOSPITAL E MATERNIDADE NOVA VIDA,2746387
PAM FAZENDINHA,2746395
UBS ATALAIA DR MARIO AGUIAR FILHO,2746492
UBS CAUCAIA DO ALTO,2746522
UBS CENTRAL,2746530
UBS III SANTA RITA,2746611
UBS JARDIM JAPAO ALVARO PEDROSO,2746700
POLICLINICA PORTAO COTIA,2746786
PRONTO SOCORRO PARQUE SAO GEORGE,2746794
UBS SAO LOURENCO DA SERRA,2746832
UMS PIRAPORA DO BOM JESUS,2746867
AMBULATORIO DR AMERICO MONTENEGRO PORTO FERREIRA,2746999
CASA DE SAUDE SANTA EMILIA DOURADO,2747022
CENTRO DE SAUDE GAVIAO PEIXOTO,2747057
CMO OCTAVIO THOMAZ DE AQUINO MOTUCA,2747219
CENTRO DE SAUDE II PORTO FERREIRA,2747251
PAM DR VITORIO AMADEU CASATI DESCALVADO,2747375
SANTA CASA DE MISERICORDIA NOVA EUROPA,2747685
SANTA CASA DE MISERICORDIA RIBEIRAO BONITO,2747693
HOSPITAL MUNICIPAL DE ILHABELA GOV MARIO COVAS JR,2747871
PAS BAIRRO DO CEDRO PARAIBUNA,2747952
SANTA CASA DE PARAIBUNA,2748010
SANTA CASA DE MISERICORDIA DE SAO JOSE DOS CAMPOS,2748029
UBS PREF CARLOS JOSE CARLSON,2748134
HOSPITAL DAS CLINICAS DE BOTUCATU,2748223
HOSPITAL REGIONAL DE BOTUCATU,2748231
HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SE,R2748320
HOSP MAT BENEF DE CHARQUEADA,2748436
SANTA CASA DE MISERICORDIA DE CAPIVARI,2748568
UNIDADE MISTA DE SAUDE DE SALTINHO,2748738
UNIDADE MISTA OSVALDO P CAMARGO,2748746
CENTRO DE REABILITACAO DE CASA BRANCA,2749033
UNIDADE INTEGRADA DE SAUDE LEOPOLDO DE ARAUJO A PR,A2749114
SANTA CASA DE MISERICORDIA DE TAMBAU,2749149
HOSPITAL ESCOLA DA UNIVERSIDADE DE TAUBATE,2749319
CLINICA MEDICA DE ARTHUR NOGUEIRA,2749718
CENTRO DE SAUDE III QUATA,2750368
CENTRO DE SAUDE III EULINA RAMOS PASSOS DE SANTO E,X2750392
HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P P,R2750511
HOSPITAL MUNICIPAL DE IEPE,2750538
HOSPITAL REGIONAL PORTO PRIMAVERA ROSANA,2750546
HOSPITAL STA MARIA DE PIRAPOZINHO,2750554
SANTA CASA DE DRACENA,2750988
SANTA CASA DE JUNQUEIROPOLIS,2751003
SANTA CASA MISERICORDIA PADRE JOAO SCHNEIDER MARTI,N2751011
SANTA CASA DE PRESIDENTE EPITACIO,2751038
SANTA CASA DE SANTO ANASTACIO,2751046
UBS MARCIA CRISTIANE DA SILVA DE OURO VERDE,2751216
UNIDADE BASICA DE SAUDE II SANDOVALINA,2751259
CENTRO MEDICO SAO CAMILO SC LTDA,2751518
SANTA CASA DE MISERICORDIA DE CERQUILHO,2751569
HOSPITAL FRANCISCO ROSAS,2751623
CENTRO DE SAUDE II DE ITAPORANGA,2751666
HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,2751674
SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704
SANTA CASA DE MAUA,2751747
AMB ESPEC AMA V JOANIZA JOAO YUNES,2751828
AMB ESPEC SAPOPEMBA CEO TIPO I,2751968
HOSP DO SERV PUB MUNICIPAL HSPM,2752077
PS MUN BALNEARIO SAO JOSE,2752093
PS MUN STO AMARO JOSE SILVIO DE CAMARGO,2752107
UBS BRAS MANOEL SALDIVA NETO,2752182
UBS AMA V ORATORIO TITO PEDRO MASCELANI,2752379
POSTO DE SAUDE DE MAILASQUE,2752522
SANTA CASA DE COXIM,2752557
HOSPITAL EVANGELICO DE MATO GROSSO,2752603
HOSPITAL GERAL E MATERNIDADE ARAPUTANGA,2752611
HOSPITAL MUNICIPAL DE PEDRA PRETA,2752638
HOSPITAL NOSSA SENHORA DOS NAVEGANTES,2752646
HOSPITAL VALE DO GUAPORE,2752654
SANTA CASA DE MISERICORDIA DO PARA,2752700
CENTRO HOSPITALAR OSCAR COUTINHO,2752743
CLINICA PSIQUIATRICA SANTO ANTONIO,2752778
HOSPITAL EVANGELICO DE PERNAMBUCO,2752808
INSTITUTO DE PSIQUIATRIA DO RECIFE,2752816
CS 24 HORAS NIS III DR AMUR FERREIRA,2752913
CSCO ARAUCARIA,2753014
CENTRO DE ESPECIALIDADES MEDICAS NIS III DR AMUR F,E2753138
HOSPITAL SAO JOSE,2753278
HOSPITAL SAO VICENTE DE PAULO,2753286
ISEP HOSPITAL HIPOLITO E AMELIA ALVES DE ARAUJO,2753294
HOSPITAL MATERNIDADE ALTO MARACANA,2753332
CASA DE SAUDE E MATERNIDADE SANTA CATARINA,2753545
CENTRO DE TRIAGEM SANTA ISABEL DO IVAI,2753561
CLINICA DO RIM PARANAVAI SC LTDA,2753707
HOSPITAL DE CLINICAS SANTA TEREZA,2753766
HOSPITAL E MATERNIDADE MUNICIPAL SEITUGU HIRATA,2753774
HOSPITAL E MATERNIDADE N SRA DAS GRACAS,2753782
HOSPITAL MUNICIPAL CRISTO REDENTOR,2753804
HOSPITAL MUNICIPAL CRUZEIRO DO SUL,2753812
HOSPITAL MUNICIPAL DE AMAPORA,2753820
HOSPITAL MUNICIPAL DE GUAIRACA,2753839
HOSPITAL MUNICIPAL DE ITAUNA DO SUL,2753847
HOSPITAL MUNICIPAL DE PARANAPOEMA,2753855
HOSPITAL MUNICIPAL DE SANTO ANTONIO DO CAIUA,2753863
HOSPITAL MUNICIPAL EMILIA FRANCISCA DE SOUZA,2753871
HOSPITAL MUNICIPAL ESPIRITO SANTO,2753898
HOSPITAL MUNICIPAL JOAO ALEXANDRE,2753901
HOSPITAL MUNICIPAL LEONOR CALEGARI BOVIS,2753928
HOSPITAL MUNICIPAL N SRA APARECIDA,2753936
HOSPITAL MUNICIPAL N SRA DAS GRACAS SC LTDA,2753944
HOSPITAL MUNICIPAL N SRA DOS NAVEGANTES,2753952
HOSPITAL MUNICIPAL SETEMBRINO ZAGO,2753960
HOSPITAL PARAISO,2753979
HOSPITAL SANTA TEREZINHA,2753995
HOSPITAL SAO LUCAS DE PARANAVAI LTDA,2754002
NIS II SCM CASTELO,2754533
NIS II STO ANTONIO DO CAIUA,2754568
SANTA CASA DE PARANAVAI,2754738
HOSPITAL SANTO AMARO,2754843
UNIDADE DE ESPECIALIDADES JD DOS PASSAROS GUARUJA,2754851
PROGRAMA SAUDE DA FAMILIA CRUZ GRANDE,2755084
SANTA CASA DE PINDAMONHANGABA,2755092
HOSPITAL UNIVERSITARIO DR DOMINGOS L CERAVOLO PRES,2755130
HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,2755149
HOSPITAL DONA REGINA SIQUEIRA CAMPOS,2755157
HOSPITAL E MATERNIDADE DOM ORIONE,2755165
HOSPITAL MUNICIPAL SAO JOAO BATISTA TAGUANTINGA,2755173
HOSPITAL OSWALDO CRUZ,2755246
CLINICA DOM RODRIGO LTDA,2755483
HOSPITAL SAO CAMILO,2756676
HOSPITAL MUNICIPAL SAO JUDAS TADEU,2756749
HOSPITAL NOSSA SENHORA AUXILIADORA,2756951
HOSPITAL REGIONAL UNIMED,2756978
HOSPITAL E MATERNIDADE DRAFONSO RODRIGUES FILHO,2757214
APAMIP,2757389
FUNDACAO MEDICA HOSPITALAR DE SOLEDADE,2757648
HOSPITAL DISTRITAL DE TAPEROA,2757664
HOSPITAL E MATERNIDADE ANA VIRGINIA,2757672
HOSPITAL GERAL MUNICIPAL ANA MARIA COUTINHO RAMALH,O2757699
HOSPITAL MUNICIPAL DE BOQUEIRAO,2757702
HOSPITAL REGIONAL DE PICUI,2757710
HOSPITAL E MATERNIDADE SEVERINO VIRIATO,2757729
JOAO BATISTA DE CARVALHO,2757737
UNIDADE MISTA DE SAUDE DE PEDRA LAVRADA,2758040
HOSPITAL DO CORACAO DE LONDRINA,2758083
SESDEC RJ HOSPITAL ESTADUAL PEDRO II,2758091
CASA DE SAUDE RIO MAINA LTDA,2758121
HOSPITAL SAO JOSE,2758164
UNIDADE MISTA 24 HORAS DA PROSPERA,2758237
SANTA CASA DE LINS,2758245
POSTO DE SAUDE SOBRADINHO,2758733
PAM UNIDADE II,2759268
POLICLINICA MUNICIPAL SANTA MARIA,2759403
INSTITUTO SAO VICENTE DE PAULO,2760436
HOSPITAL SAO LUCAS DE TRES CORACOES LTDA,2760630
HOSPITAL SAO MANOEL,2760649
HOSPITAL SAO SEBASTIAO,2760657
HOSPITAL SAO VICENTE DE PAULO,2760673
HOSPITAL S VICENTE DE PAULO,2760681
HOSPITAL SAO VICENTE DE PAULO DE UBA,2760703
HOSPITAL SAO VICENTE DE PAULO MUTUM,2760711
HOSPITAL SAO VICENTE DE PAULO BOM JESUS DO GALHO,2760738
HOSPITAL SANTA HELENA,2760797
HOSPITAL SANTA RITA DE CASSIA,2760819
HOSPITAL SAO FRANCISCO DE ASSIS,2760827
HOSPITAL SAO GERALDO,2760835
HOSPITAL SAO JOAO BATISTA,2760843
HOSPITAL SAO JOAO DE DEUS,2760851
HOSPITAL SAO JOSE DE BICAS,2760886
HOSPITAL ITAU,2760908
HOSPITAL JOAO PAULO II,2760916
HOSPITAL MUN DR JOAQUIM BROCHADO,2760924
HOSPITAL MUNICIPAL ANTONIO REIS,2760932
HOSPITAL MUNICIPAL DE FRANCISCO SA,2760940
HOSPITAL MUNICIPAL DE POCRANE,2760959
HOSPITAL MUNICIPAL DE PRATAPOLIS,2760967
HOSPITAL MUNICIPAL NOSSA SENHORA DO PATROCINIO,2760975
HOSPITAL NOSSA SENHORA DA ABADIA,2760983
HOSPITAL NOSSA SENHORA DA CONCEICAO,2760991
HOSPITAL NOSSA SENHORA DA PIEDADE,2761009
HOSPITAL NOSSA SENHORA DO CARMO,2761017
HOSPITAL NOSSA SENHORA DO SAGRADO CORACAO,2761025
HOSPITAL OTTO KRAKAUER,2761033
HOSPITAL REGIONAL DO SUL DE MINAS,2761041
HOSPITAL RENASCENTISTA POUSO ALEGRE,2761068
HOSPITAL SAGRADO CORACAO DE JESUS LTDA,2761084
HOSPITAL BOM PASTOR,2761092
HOSPITAL CONEGO MONTE RASO,2761106
HOSPITAL CONEGO UBIRAJARA CABRAL,2761114
HOSPITAL DE ALAGOA,2761130
HOSPITAL DE CARMO DE MINAS,2761149
HOSPITAL DE CARVALHOS,2761157
HOSPITAL DE CRISTINA,2761165
HOSPITAL DE ILICINEA,2761173
HOSPITAL DE MONSENHOR PAULO,2761181
HOSPITAL DE NOSSA SENHORA DA SAUDE,2761203
HOSPITAL DE PRESIDENTE SOARES,2761211
HOSPITAL DIVINENSE,2761238
HOSPITAL DONA MARIANA DE FIGUEIREDO REIS,2761246
HOSPITAL DR CANDIDO JUNQUEIRA,2761254
HOSPITAL DR OTAVIO GONCALVES,2761262
HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,2761270
HOSPITAL HUMANITAS,2761319
HOSPITAL DR JOSE CARVALHO DE FARIA,2761459
HOSPITAL ANTONIO ALVES DA COSTA,2761467
ESCOLA ESTADUAL LAURO AFONSO MEGALE BORDA DA MATA,2761963
HOSPITAL MUNICIPAL DE TROMBAS,2762528
HOSPITAL OTACILIO JOSE REZENDE PORTELANDIA,2762536
HOSPITAL MUNICIPAL DE ALEXANIA,2762544
DIRETORIA MUNICIPAL DE SAUDE JOSE BRASILEIRO,2762692
CLINICA NEFROLOGICA DE TRES CORACOES,2763044
SABARA CENTRO DE SAUDE MENTAL,2763494
CENTRO DE SAUDE SERITINGA,2763591
CENTRO DE SAUDE DE SIMONESIA,2763699
UNIDADE ASSISTENCIAL DE SAUDE MADRE TERESA,2764172
CENTRO DE SAUDE DE CAPARAO,2764261
CENTRO DE SAUDE DE POCRANE,2764369
CLINICA DE PRONTO ATENDIMENTO DR MANOEL BRANDAO,2764520
CASA DE CARIDADE DE CARANGOLA,2764776
CASA DE CARIDADE DE ITAMONTE,2764784
CASA DE CARIDADE DE ITANHANDU,2764792
CASA DE CARIDADE DE PASSA QUATRO,2764806
CASA DE CARIDADE DE SAO LOURENCO,2764814
CASA DE CARIDADE SANTO ANTONIO,2764822
CASA DE CARIDADE SAO VICENTE DE PAULO,2764830
CASA DE SAUDE E MATERNIDADE SANTA MONICA,2764849
HOSPITAL SANTA MARTA,2764857
CASA DE SAUDE SAO JANUARIO,2764865
CASA DE SAUDE SAO LUCAS,2764873
ASSOCIACAO HOSPITAL BELIZARIO MIRANDA,2765098
HOSPITAL DE PEQUENO PORTE DE ARAGUACEMA,2765632
HOSPITAL REGIONAL DE GUARAI,2765640
HOSPITAL REGIONAL DE MIRACEMA,2765659
HOSPITAL MUNICIPAL DE COLINAS,2765667
HOSPITAL E MAT DE PEQUENO PORTE FRANCISCO O NEGRE,B2765675
USF CAMBURI,2765772
HOSPITAL DE CLINICAS DE SAO SEBASTIAO,2765934
HOSPITAL SANTA LUCINDA,2765942
UNIDADE MISTA DE TAIACU,2765977
PRONTO SOCORRO CENTRAL,2766108
PRONTO ATENDIMENTO DE BOICUCANGA,2766116
HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DA,S2766167
PRONTO SOCORRO MUNICIPAL DE RIO DAS PEDRAS,2766183
PRONTO SOCORRO MUNICIPAL DR OSCAR P MARTINS FILHO,S2766191
UNIDADE MISTA DE AVANHANDAVA,2766280
